price,rooms,lat,lng,square_total,square_living,square_kitchen,ceiling,renovation,view,type_house,floor_type,built_year,energy_efficiency,playground,sportsground,foundation_type,electrical_type,electrical_entries_count,heating_type,hot_water_type,gas_type,ventilation_type,firefighting_type,drainage_type,floor_flat,floor_house,price/m2,wikipedia
47500000.0,3,55.763245,37.624822,107.0,86.0,17.0,4.0,Евроремонт,Во двор,Кирпичный,Железобетонные,1892.0,Не присвоен,Отсутствует,Отсутствует,,Центральное,1.0,Центральное,Квартирное (квартирный котел),Автономное,Приточно-вытяжная вентиляция,,Наружные водостоки,3.0,6.0,443925.2336448598,ru:Мещанский район
7480000.0,1,55.605434,37.523815,32.0,20.0,7.0,2.6,Евроремонт,На улицу,Панельный,Железобетонные,1976.0,Не присвоен,Есть,Отсутствует,,Центральное,6.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,,Внутренние водостоки,2.0,9.0,233750.0,ru:Ясенево (район Москвы)
16500000.0,2,55.78361,37.578011,60.0,37.2,9.0,3.2,Косметический,На улицу,Кирпичный,Железобетонные,1959.0,D,Отсутствует,Отсутствует,Сплошной,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Вытяжная вентиляция,,Наружные водостоки,4.0,8.0,275000.0,ru:Беговой (район Москвы)
52954805.0,3,55.739666,37.663458,156.0,94.0,12.0,3.0,Дизайнерский,На улицу и двор,Кирпичный,Железобетонные,2003.0,Не присвоен,Есть,Есть,Бетонные столбы,Центральное,6.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,,Внутренние водостоки,6.0,12.0,339453.8782051282,ru:Таганский район
12700000.0,2,55.649657,37.515901,50.0,30.0,10.0,2.48,Евроремонт,Во двор,Панельный,Железобетонные,1981.0,D,Есть,Отсутствует,Свайный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,10.0,16.0,254000.0,ru:Коньково (район Москвы)
14800000.0,3,55.760889,37.773574,77.0,50.3,9.0,,Косметический,Во двор,Кирпичный,Железобетонные,1957.0,,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Вытяжная вентиляция,,Наружные водостоки,4.0,5.0,192207.7922077922,ru:Перово (район Москвы)
13900000.0,3,55.841625,37.386166,74.1,45.0,10.1,,Косметический,На улицу и двор,Панельный,Железобетонные,1997.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточная вентиляция,Пожарные гидранты,Внутренние водостоки,16.0,17.0,187584.34547908235,ru:Митино (район Москвы)
11850000.0,3,55.701815,37.94272700000001,78.9,42.0,14.2,2.8,Без ремонта,На улицу и двор,,Железобетонные,2019.0,A+,Есть,Есть,,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,16.0,17.0,150190.11406844106,ru:Некрасовка (район Москвы)
20850000.0,2,55.785959,37.56185900000001,59.0,,,3.1,Без ремонта,,Монолитный,,,,,,,,,,,,,,,4.0,21.0,353389.83050847455,ru:Беговой (район Москвы)
13100000.0,2,55.644877,37.70267,61.5,29.0,12.6,2.64,Без ремонта,,Монолитный,Железобетонные,2020.0,B,Есть,Отсутствует,Сплошной,Центральное,2.0,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,16.0,24.0,213008.13008130083,ru:Марьино (район Москвы)
9050000.0,1,55.686944,37.752248,38.5,19.1,8.2,2.64,,,Панельный,Железобетонные,1988.0,,Отсутствует,Отсутствует,Свайный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,5.0,17.0,235064.93506493507,ru:Люблино (район Москвы)
15200000.0,3,55.763523,37.556559,57.0,38.0,5.0,,Косметический,Во двор,Блочный,Железобетонные,,,,,,,,,,,,,,3.0,9.0,266666.6666666667,ru:Пресненский район
23600000.0,3,55.769135,37.494521,111.0,52.0,14.0,3.0,Без ремонта,На улицу и двор,Панельный,Железобетонные,2019.0,A,Есть,Есть,Сплошной,Центральное,8.0,Центральное,Закрытая с приготовлением горячей воды на ИТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,14.0,31.0,212612.6126126126,ru:Хорошёво-Мнёвники
12000000.0,1,55.80771899999999,37.757862,40.8,14.6,14.0,3.0,Евроремонт,На улицу,Монолитный,,,,,,,,,,,,,,,10.0,26.0,294117.64705882355,ru:Гольяново
11000000.0,1,55.722614,37.609236,34.8,19.4,9.5,,Косметический,Во двор,Монолитный,Железобетонные,1972.0,E,Есть,Отсутствует,Ленточный,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,4.0,14.0,316091.95402298856,ru:Якиманка (район Москвы)
19800000.0,3,55.731191,37.47130900000001,81.7,50.0,10.3,2.64,Косметический,Во двор,Монолитный,Железобетонные,2004.0,B++,Есть,Есть,Свайный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,14.0,22.0,242350.06119951038,ru:Фили-Давыдково
43000000.0,3,55.713329,37.596336,110.0,,20.0,6.0,,Во двор,Монолитный,Железобетонные,2018.0,B,Есть,Есть,Свайный,Центральное,0.0,"Автономная котельная (крышная, встроенно-пристроенная)","Автономная котельная (крышная, встроенно-пристроенная)",Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,7.0,7.0,390909.0909090909,ru:Донской район (Москва)
8500000.0,1,55.825578,37.767124,39.0,19.0,8.5,2.64,Косметический,Во двор,Панельный,Железобетонные,1997.0,C,Отсутствует,Отсутствует,Ленточный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,6.0,14.0,217948.71794871794,ru:Метрогородок
12990000.0,2,55.589274,37.612641,60.2,34.0,13.8,,Евроремонт,,Панельный,Железобетонные,2004.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Пожарный кран,Внутренние водостоки,10.0,17.0,215780.73089700995,ru:Чертаново Южное
9350000.0,1,55.802234,37.404492,39.1,21.0,9.0,2.64,Евроремонт,Во двор,Панельный,Железобетонные,1981.0,E,Отсутствует,Отсутствует,Ленточный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,12.0,239130.43478260867,ru:Строгино (район Москвы)
15000000.0,2,55.707593,37.76869600000001,73.0,42.0,11.0,2.8,Без ремонта,Во двор,,Железобетонные,1998.0,Не присвоен,Есть,Есть,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,21.0,24.0,205479.45205479453,ru:Кузьминки (район Москвы)
10300000.0,2,55.716286,37.660368,43.0,26.0,5.9,,Без ремонта,На улицу и двор,Кирпичный,Железобетонные,1960.0,D,Есть,Есть,,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Вытяжная вентиляция,,Внутренние водостоки,2.0,9.0,239534.88372093023,ru:Даниловский район (Москва)
9950000.0,1,55.617388,37.411454,46.9,24.0,10.0,2.85,Евроремонт,Во двор,Кирпичный,,,,,,,,,,,,,,,15.0,15.0,212153.5181236674,ru:Поселение Московский
20588129.0,3,55.770775,37.376626,103.4,52.4,18.5,2.9,Без ремонта,Во двор,Монолитный,Железобетонные,2017.0,B+,Есть,Есть,Сплошной,Центральное,10.0,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Смешанные,13.0,24.0,199111.499032882,ru:Крылатское (район)
9000000.0,2,55.704326,37.780437,45.6,33.9,5.5,2.64,Косметический,Во двор,Панельный,Железобетонные,1962.0,Не присвоен,Есть,Есть,,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Вытяжная вентиляция,,Наружные водостоки,5.0,5.0,197368.42105263157,ru:Кузьминки (район Москвы)
12300000.0,3,55.594143,37.460664,72.0,,8.2,2.64,Без ремонта,,Монолитно кирпичный,,,,,,,,,,,,,,,10.0,15.0,170833.33333333334,ru:Поселение Сосенское
12400000.0,2,55.9063,37.54816,63.6,37.5,12.5,,Косметический,На улицу,Монолитный,Железобетонные,2007.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,24.0,194968.5534591195,ru:Лианозово (район Москвы)
17300000.0,3,55.760459,37.715911,77.0,42.0,10.1,2.71,Косметический,На улицу и двор,Монолитный,Железобетонные,2014.0,Не присвоен,Есть,Отсутствует,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Наружные водостоки,5.0,23.0,224675.32467532466,ru:Лефортово (район Москвы)
8800000.0,1,55.795241,37.570707,30.6,18.8,5.2,,,Во двор,Блочный,Железобетонные,1961.0,C,Есть,Отсутствует,Ленточный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Вытяжная вентиляция,,Внутренние водостоки,2.0,5.0,287581.6993464052,ru:Савёловский район
10600000.0,2,55.865945,37.678505,64.2,,,3.2,,,Кирпичный,Железобетонные,1954.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Вытяжная вентиляция,,Наружные водостоки,1.0,5.0,165109.03426791276,ru:Бабушкинский район (Москва)
19900000.0,2,55.766511,37.64829500000001,56.4,27.5,6.0,3.0,,Во двор,Кирпичный,Деревянные,1927.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,Квартирное (квартирный котел),Центральное,Приточно-вытяжная вентиляция,,Наружные водостоки,2.0,6.0,352836.87943262415,ru:Басманный район
9900000.0,3,55.509477,37.564715,64.4,38.4,8.3,2.75,,На улицу и двор,Панельный,Железобетонные,1987.0,A,Есть,Есть,Ленточный,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,12.0,153726.70807453414,ru:Щербинка
11500000.0,2,55.569036,37.487263,69.0,37.5,16.5,2.75,Евроремонт,Во двор,Монолитный,Железобетонные,2014.0,C,Есть,Есть,Бетонные столбы,Центральное,1.0,"Автономная котельная (крышная, встроенно-пристроенная)","Автономная котельная (крышная, встроенно-пристроенная)",Центральное,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,1.0,17.0,166666.66666666666,ru:Поселение Сосенское
14200000.0,3,55.624174,37.311229,79.0,50.0,13.0,2.7,Евроремонт,,Панельный,Железобетонные,,,,,,,,,,,,,,3.0,17.0,179746.83544303797,ru:Поселение Внуковское
13400000.0,3,55.662126,37.569,54.0,32.0,7.0,2.6,Дизайнерский,Во двор,Панельный,Железобетонные,1976.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,,Внутренние водостоки,2.0,9.0,248148.14814814815,ru:Черёмушки (район Москвы)
12800000.0,3,55.86113,37.467105,65.2,44.6,9.4,2.64,Косметический,На улицу и двор,Блочный,Железобетонные,1965.0,D,Отсутствует,Отсутствует,Бетонные столбы,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,12.0,196319.01840490795,ru:Левобережный (район Москвы)
43000000.0,3,55.75767800000001,37.606676,95.0,56.0,30.0,3.5,Дизайнерский,Во двор,Кирпичный,,,,,,,,,,,,,,,2.0,8.0,452631.5789473684,ru:Пресненский район
12500000.0,2,55.715936,37.407133,55.8,29.5,9.5,2.78,Косметический,На улицу и двор,Монолитный,Железобетонные,2006.0,B,Есть,Есть,Бетонные столбы,Центральное,6.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Отсутствует,Приточная вентиляция,Автоматическая,Внутренние водостоки,5.0,18.0,224014.33691756273,ru:Можайский район (Москва)
25500000.0,2,55.78728,37.5198,63.9,33.6,9.7,3.0,Евроремонт,Во двор,Монолитный,Железобетонные,2006.0,Не присвоен,Есть,Есть,,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,21.0,23.0,399061.0328638498,ru:Хорошёвский район
14500000.0,2,55.55777,37.555023,55.0,32.0,7.0,3.0,Дизайнерский,Во двор,Монолитный,Железобетонные,2018.0,Не присвоен,Есть,Есть,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,31.0,31.0,263636.36363636365,ru:Южное Бутово
7150000.0,1,55.72271,37.830518,32.4,18.9,,2.64,Косметический,Во двор,Панельный,Железобетонные,1970.0,B,Есть,Отсутствует,Сборный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,,Внутренние водостоки,2.0,9.0,220679.01234567902,ru:Вешняки (район Москвы)
8900000.0,2,55.704225,37.781165,44.5,30.5,5.8,2.64,Косметический,,Блочный,Железобетонные,1962.0,Не присвоен,Есть,Есть,,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Вытяжная вентиляция,,Наружные водостоки,1.0,5.0,200000.0,ru:Кузьминки (район Москвы)
32900000.0,3,55.771499,37.623932,77.0,,,,Евроремонт,Во двор,Кирпичный,Железобетонные,1929.0,Не присвоен,Отсутствует,Отсутствует,,Центральное,1.0,Центральное,Квартирное (квартирный котел),Автономное,Приточно-вытяжная вентиляция,,Наружные водостоки,2.0,5.0,427272.7272727273,ru:Мещанский район
50500000.0,3,55.740821,37.579322,131.0,89.0,17.3,3.0,Косметический,На улицу и двор,Кирпичный,Железобетонные,1997.0,Не присвоен,Отсутствует,Отсутствует,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточная вентиляция,Автоматическая,Внутренние водостоки,4.0,7.0,385496.1832061069,ru:Хамовники (район Москвы)
39500000.0,3,55.761538,37.554214,85.0,,,7.0,Без ремонта,,Монолитный,Железобетонные,2016.0,,Есть,Есть,,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,2.0,18.0,464705.8823529412,ru:Пресненский район
12360000.0,2,55.791582,37.494467,47.0,31.0,6.5,2.64,Косметический,,Панельный,Железобетонные,1970.0,Не присвоен,Есть,Отсутствует,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,9.0,262978.72340425535,ru:Щукино (район Москвы)
12500000.0,2,55.723252,37.460403,43.5,28.8,5.7,2.48,Евроремонт,На улицу,,,1961.0,A,Есть,Есть,,,2.0,,,,,,,5.0,5.0,287356.3218390805,ru:Фили-Давыдково
25000000.0,3,55.677423,37.67687,68.0,44.0,12.0,,Дизайнерский,,Монолитный,Железобетонные,2005.0,E,Есть,Отсутствует,Свайный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Наружные водостоки,7.0,17.0,367647.0588235294,ru:Нагатинский Затон (район Москвы)
14000000.0,2,55.70480300000001,37.576232,45.7,29.0,7.2,2.8,,Во двор,Кирпичный,Железобетонные,1959.0,D,Есть,Есть,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Вытяжная вентиляция,,Наружные водостоки,4.0,10.0,306345.73304157547,ru:Гагаринский район (Москва)
13700000.0,3,55.82224,37.597684,70.0,,8.0,,Косметический,Во двор,Монолитно кирпичный,Деревянные,1960.0,B++,Есть,Отсутствует,Бетонные столбы,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Приточно-вытяжная вентиляция,,Наружные водостоки,6.0,8.0,195714.2857142857,ru:Марфино (район Москвы)
12000000.0,1,55.789289,37.491126,35.4,,,2.66,Косметический,На улицу,Кирпичный,Железобетонные,2000.0,E,Отсутствует,Отсутствует,,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,18.0,338983.05084745766,ru:Щукино (район Москвы)
17850000.0,2,55.761077,37.539724,50.3,30.2,6.7,3.0,Дизайнерский,Во двор,Кирпичный,Железобетонные,1951.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,,Центральное,Приточно-вытяжная вентиляция,,Наружные водостоки,2.0,5.0,354870.77534791257,ru:Пресненский район
80000000.0,3,55.74153100000001,37.646848,139.0,80.0,20.0,3.3,Без ремонта,На улицу и двор,Монолитный,Железобетонные,2017.0,,Отсутствует,Отсутствует,,Центральное,,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Наружные водостоки,6.0,15.0,575539.5683453238,ru:Таганский район
21999777.0,3,55.774745,37.548609,88.0,50.0,26.0,2.9,Дизайнерский,На улицу,Монолитный,Железобетонные,2010.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,21.0,37.0,249997.4659090909,ru:Хорошёвский район
201192390.0,3,55.740233,37.602175,154.0,100.0,25.0,3.1,Евроремонт,,Монолитный,Железобетонные,2002.0,D,Отсутствует,Отсутствует,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточная вентиляция,Автоматическая,Внутренние водостоки,3.0,6.0,1306444.0909090908,ru:Хамовники (район Москвы)
20850000.0,2,55.785959,37.56185900000001,60.0,27.0,11.5,3.0,Без ремонта,На улицу,Монолитно кирпичный,,,,,,,,,,,,,,,4.0,21.0,347500.0,ru:Беговой (район Москвы)
55000000.0,3,55.710692,37.607448,133.0,85.0,16.0,3.0,Без ремонта,На улицу и двор,Монолитный,Железобетонные,2017.0,B,Есть,Есть,,Центральное,0.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,9.0,18.0,413533.83458646614,ru:Даниловский район (Москва)
63400000.0,3,55.72214200000001,37.618569,112.1,71.0,16.0,3.0,Без ремонта,На улицу,Монолитный,,,,,,,,,,,,,,,6.0,12.0,565566.4585191794,ru:Замоскворечье (район Москвы)
41500000.0,3,55.712127,37.49939000000001,136.0,,,3.2,Косметический,,Монолитный,Железобетонные,2004.0,Не присвоен,Есть,Есть,Свайный,Центральное,4.0,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ИТП,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,12.0,21.0,305147.0588235294,ru:Раменки (район Москвы)
8300000.0,2,55.707902,37.792834,44.4,27.9,6.0,2.64,Косметический,На улицу,Панельный,Железобетонные,1972.0,,Есть,Отсутствует,Ленточный,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,,Наружные водостоки,4.0,9.0,186936.93693693695,ru:Рязанский район (Москва)
29500000.0,2,55.756396,37.596929,49.0,,,2.8,Дизайнерский,Во двор,Кирпичный,Деревянные,1902.0,,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,6.0,6.0,602040.8163265307,ru:Пресненский район
3600000.0,1,55.214414,37.072088,36.0,17.0,11.0,,Евроремонт,Во двор,Кирпичный,Деревянные,,,,,,,,,,,,,,2.0,5.0,100000.0,ru:Поселение Роговское (Москва)
8800000.0,3,55.492314,37.55496,75.1,44.5,7.8,2.75,Без ремонта,Во двор,Панельный,Железобетонные,2006.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,4.0,14.0,117177.09720372836,ru:Щербинка
120000000.0,3,55.734674,37.585386,99.4,56.0,8.0,3.2,Евроремонт,Во двор,Монолитно кирпичный,,,,,,,,,,,,,,,6.0,7.0,1207243.4607645874,ru:Хамовники (район Москвы)
8400000.0,2,55.794305,37.803074,38.0,24.0,6.0,2.64,Косметический,,Монолитный,Железобетонные,1968.0,,Есть,Отсутствует,Бетонные столбы,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Приточная вентиляция,Пожарные гидранты,Внутренние водостоки,1.0,12.0,221052.63157894736,ru:Измайлово (район Москвы)
10290000.0,1,55.81216,37.738351,35.6,,,3.0,,На улицу и двор,Монолитный,,,,,,,,,,,,,,,10.0,31.0,289044.9438202247,ru:Богородское (район Москвы)
26100000.0,2,55.819949,37.465892,68.7,33.2,14.6,3.0,Дизайнерский,Во двор,Панельный,Железобетонные,2003.0,,,,,Центральное,22.0,Центральное,"Автономная котельная (крышная, встроенно-пристроенная)",,,,,10.0,23.0,379912.6637554585,ru:Покровское-Стрешнево (район Москвы)
9700000.0,3,55.71663,37.82255,63.1,44.0,6.0,,Косметический,Во двор,Панельный,Железобетонные,1971.0,E,Есть,Отсутствует,Свайный,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Вытяжная вентиляция,,Смешанные,2.0,9.0,153724.2472266244,ru:Вешняки (район Москвы)
19000000.0,2,55.7389,37.632233,56.0,34.0,8.5,2.7,Косметический,Во двор,Кирпичный,Железобетонные,1958.0,,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Приточная вентиляция,Пожарные гидранты,Наружные водостоки,4.0,5.0,339285.71428571426,ru:Замоскворечье (район Москвы)
15100000.0,1,55.75745500000001,37.50902,36.0,12.0,10.0,3.0,Без ремонта,Во двор,Монолитный,Железобетонные,2015.0,B,Есть,Отсутствует,Бетонные столбы,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,13.0,29.0,419444.44444444444,ru:Филёвский Парк (район Москвы)
12500000.0,3,55.79943100000001,37.772343,71.3,46.0,13.0,2.7,Дизайнерский,Во двор,Кирпичный,Железобетонные,1960.0,D,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,,Внутренние водостоки,1.0,5.0,175315.5680224404,ru:Измайлово (район Москвы)
17690000.0,2,55.67377800000001,37.496695,62.0,29.4,9.5,2.7,Косметический,,Монолитный,,2016.0,,Отсутствует,Отсутствует,,Центральное,,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,22.0,285322.5806451613,ru:Проспект Вернадского (район Москвы)
23000000.0,2,55.80015,37.516278,76.0,42.0,15.0,2.8,Евроремонт,,Кирпичный,Железобетонные,1949.0,B++,Есть,Есть,Ленточный,Центральное,3.0,Центральное,,Центральное,Приточно-вытяжная вентиляция,,Наружные водостоки,4.0,5.0,302631.5789473684,ru:Сокол (район Москвы)
11500000.0,3,55.84354,37.442401,60.9,39.0,8.0,,Без ремонта,На улицу и двор,Панельный,Железобетонные,1970.0,Не присвоен,Есть,Есть,Ленточный,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Приточно-вытяжная вентиляция,,Внутренние водостоки,1.0,9.0,188834.15435139573,ru:Южное Тушино
16500000.0,2,55.62849,37.341287,67.0,,,3.0,Дизайнерский,,Монолитно кирпичный,Железобетонные,2016.0,B,Отсутствует,Отсутствует,Сплошной,Центральное,9.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,3.0,9.0,246268.6567164179,ru:Поселение Внуковское
8500000.0,1,55.591559,37.44647,40.5,14.5,13.0,3.0,Дизайнерский,,Монолитный,,,,,,,,,,,,,,,4.0,9.0,209876.54320987655,ru:Поселение Сосенское
39780000.0,2,55.74424200000001,37.419674,116.0,100.0,10.0,3.2,Дизайнерский,Во двор,Монолитный,Железобетонные,2012.0,A,Есть,Отсутствует,,Центральное,4.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,39.0,40.0,342931.0344827586,ru:Кунцево (район Москвы)
107500000.0,3,55.77396,37.586293,142.0,87.0,15.0,3.0,Евроремонт,На улицу и двор,Монолитный,,,,,,,,,,,,,,,5.0,10.0,757042.2535211268,ru:Тверской район (Москва)
24500000.0,3,55.569566,37.589752,128.5,75.7,20.0,3.0,Евроремонт,Во двор,Монолитный,Железобетонные,1997.0,Не присвоен,Отсутствует,Отсутствует,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,,,Внутренние водостоки,8.0,9.0,190661.4785992218,ru:Северное Бутово
10600000.0,1,55.856118,37.656272,39.0,18.9,7.9,2.64,Косметический,Во двор,Панельный,Железобетонные,1987.0,Не присвоен,Есть,Есть,,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,17.0,17.0,271794.8717948718,ru:Свиблово (район Москвы)
8200000.0,2,55.776375,37.827545,38.2,22.8,6.3,,Евроремонт,Во двор,Блочный,Железобетонные,1976.0,Не присвоен,Отсутствует,Отсутствует,,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,14.0,214659.68586387433,ru:Ивановское (район Москвы)
13000000.0,3,55.817208,37.530157,60.0,44.1,7.0,2.65,Косметический,На улицу и двор,Кирпичный,Железобетонные,1965.0,A,Отсутствует,Отсутствует,Ленточный,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Вытяжная вентиляция,,Внутренние водостоки,9.0,9.0,216666.66666666666,ru:Коптево (район Москвы)
